index,file_path,file_id,consent_form_type,document_name,institution_source,document_type,completion_status,consent_type,purpose,target_population,notes,form_titles,primary_collector,collection_date,retrieval_source,retrieval_source_type,pdf_file_link,text_file_link
130,../data/clinical_forms//Invitae_ Genetic Testing Patient-Consent.txt,1415,clinical,Invitae_ Genetic Testing Patient-Consent,,,,,,,,,eu,,,,,
131,../data/clinical_forms//Huntington_blood-transfusion-english.txt,1416,clinical,Huntington_blood-transfusion-english,,,,,,,,,eu,,,,,
132,../data/clinical_forms//PeachTree_Post Op- EXT Consent Forms.txt,1417,clinical,PeachTree_Post Op- EXT Consent Forms,,,,,,,,,eu,,,,,
133,../data/clinical_forms//Copy of Pediatric Dental of Idaho_consentform.txt,1418,clinical,Copy of Pediatric Dental of Idaho_consentform,,,,,,,,,eu,,,,,
134,../data/clinical_forms//Lifespan_natropath consent to treat.txt,1419,clinical,Lifespan_natropath consent to treat,,,,,,,,,eu,,,,,
135,../data/clinical_forms//Toronto_Public_Health_School_Vaccination_Consent_F.txt,1420,clinical,Toronto_Public_Health_School_Vaccination_Consent_F,,,,,,,,,eu,,,,,
136,../data/clinical_forms//Niagra_Region_HPV_Vaccination_Consent_Form.txt,1421,clinical,Niagra_Region_HPV_Vaccination_Consent_Form,,,,,,,,,eu,,,,,
137,../data/clinical_forms//Cambridge_Consent_ortho2.txt,1422,clinical,Cambridge_Consent_ortho2,,,,,,,,,eu,,,,,
138,../data/clinical_forms//Western Health_Blood Product Consent and Prescription form.txt,1423,clinical,Western Health_Blood Product Consent and Prescription form,,,,,,,,,eu,,,,,
139,../data/clinical_forms//South Forsyth Family Medicine and Pediatrics_vaccination consent form.txt,1424,clinical,South Forsyth Family Medicine and Pediatrics_vaccination consent form,,,,,,,,,eu,,,,,
140,../data/clinical_forms//Florida_Institute_of_Technology_Consent-Form-for-F.txt,1425,clinical,Florida_Institute_of_Technology_Consent-Form-for-F,,,,,,,,,eu,,,,,
141,../data/clinical_forms//Benzie-Leelanau District Health Department_Immunization ConsentForm.txt,1426,clinical,Benzie-Leelanau District Health Department_Immunization ConsentForm,,,,,,,,,eu,,,,,
142,../data/clinical_forms//Summit_consent-admit_treat (1).txt,1427,clinical,Summit_consent-admit_treat (1),,,,,,,,,eu,,,,,
143,../data/clinical_forms//Keith_ImplantConsent.txt,1428,clinical,Keith_ImplantConsent,,,,,,,,,eu,,,,,
144,../data/clinical_forms//Trident_informed-consent-english.txt,1429,clinical,Trident_informed-consent-english,,,,,,,,,eu,,,,,
145,../data/clinical_forms//MARIJUANA DOCTORS_medical-marijuana-consent-form (1).txt,1430,clinical,MARIJUANA DOCTORS_medical-marijuana-consent-form (1),,,,,,,,,eu,,,,,
146,../data/clinical_forms//Copy of THE VALLEY HOSPITAL_Surgical Consent Form.txt,1431,clinical,Copy of THE VALLEY HOSPITAL_Surgical Consent Form,,,,,,,,,eu,,,,,
147,../data/clinical_forms//Henry Ford_Induction.txt,1432,clinical,Henry Ford_Induction,,,,,,,,,eu,,,,,
148,../data/clinical_forms//Nova Scotia Department of Health and Wellness_School Immunization Consent Form.txt,1433,clinical,Nova Scotia Department of Health and Wellness_School Immunization Consent Form,,,,,,,,,eu,,,,,
149,../data/clinical_forms//Cambridge_Consent_extraction1.txt,1434,clinical,Cambridge_Consent_extraction1,,,,,,,,,eu,,,,,
150,../data/clinical_forms//ART & SCIENCE_Labor Induction Consent Form.txt,1435,clinical,ART & SCIENCE_Labor Induction Consent Form,,,,,,,,,eu,,,,,
151,../data/clinical_forms//BROOKLYNPERIODONTICS_Consent for Periodonta.txt,1436,clinical,BROOKLYNPERIODONTICS_Consent for Periodonta,,,,,,,,,eu,,,,,
152,../data/clinical_forms//University of Washington_Induction-Of-Labor-Consent.txt,1437,clinical,University of Washington_Induction-Of-Labor-Consent,,,,,,,,,eu,,,,,
153,../data/clinical_forms//Cambridge_Refusal of treatment.txt,1438,clinical,Cambridge_Refusal of treatment,,,,,,,,,eu,,,,,
154,../data/clinical_forms//Fatemi Family Dentistry_Restorative consent.txt,1439,clinical,Fatemi Family Dentistry_Restorative consent,,,,,,,,,eu,,,,,
155,../data/clinical_forms//Royal Care Dental_TREATMENT-WITHOUT-PARENT-royal.txt,1440,clinical,Royal Care Dental_TREATMENT-WITHOUT-PARENT-royal,,,,,,,,,eu,,,,,
156,../data/clinical_forms//UMinnesota_cleft-and-craniofacial-clinics-consent-form.txt,1441,clinical,UMinnesota_cleft-and-craniofacial-clinics-consent-form,,,,,,,,,eu,,,,,
157,../data/clinical_forms//Lifespan_natropath_consent_to_treat.txt,1442,clinical,Lifespan_natropath_consent_to_treat,,,,,,,,,eu,,,,,
158,../data/clinical_forms//DECK DENTISTRY_Consent for In Office Whitening Treatment.txt,1443,clinical,DECK DENTISTRY_Consent for In Office Whitening Treatment,,,,,,,,,eu,,,,,
159,../data/clinical_forms//South_Forsyth_Family_Medicine_and_Pediatrics_vacci.txt,1444,clinical,South_Forsyth_Family_Medicine_and_Pediatrics_vacci,,,,,,,,,eu,,,,,
160,../data/clinical_forms//Sunrise_Caregiver+consent+form.txt,1445,clinical,Sunrise_Caregiver+consent+form,,,,,,,,,eu,,,,,
161,../data/clinical_forms//Copy of Mayo Clinic_Informed Consent for Genetic Testing.txt,1446,clinical,Copy of Mayo Clinic_Informed Consent for Genetic Testing,,,,,,,,,eu,,,,,
162,../data/clinical_forms//Cambridge_Consent_ortho1.txt,1447,clinical,Cambridge_Consent_ortho1,,,,,,,,,eu,,,,,
163,../data/clinical_forms//NCSC_patient-consent-on-Admission.txt,1448,clinical,NCSC_patient-consent-on-Admission,,,,,,,,,eu,,,,,
164,../data/clinical_forms//Cincinnati Childrens_ DNA consent-forms-pdf.txt,1449,clinical,Cincinnati Childrens_ DNA consent-forms-pdf,,,,,,,,,eu,,,,,
165,../data/clinical_forms//Florida Institute of Technology_Consent-Form-for-Flu-Vaccine-2017.txt,1450,clinical,Florida Institute of Technology_Consent-Form-for-Flu-Vaccine-2017,,,,,,,,,eu,,,,,
166,../data/clinical_forms//THE VALLEY HOSPITAL_Surgical Consent Form (1).txt,1451,clinical,THE VALLEY HOSPITAL_Surgical Consent Form (1),,,,,,,,,eu,,,,,
167,../data/clinical_forms//THE_VALLEY_HOSPITAL_Surgical_Consent_Form_1_.txt,1452,clinical,THE_VALLEY_HOSPITAL_Surgical_Consent_Form_1_,,,,,,,,,eu,,,,,
168,../data/clinical_forms//Absolute Balance_Acupuncture.txt,1453,clinical,Absolute Balance_Acupuncture,,,,,,,,,eu,,,,,
169,../data/clinical_forms//YALE_NEW_HAVEN_HEALTH_Consent_for_Operation_or_Spe.txt,1454,clinical,YALE_NEW_HAVEN_HEALTH_Consent_for_Operation_or_Spe,,,,,,,,,eu,,,,,
170,../data/clinical_forms//Griffin Imaging_mri-2017-1.txt,1455,clinical,Griffin Imaging_mri-2017-1,,,,,,,,,eu,,,,,
171,../data/clinical_forms//OxfordCounty_HPV Vaccine Consent Form.txt,1456,clinical,OxfordCounty_HPV Vaccine Consent Form,,,,,,,,,eu,,,,,
172,../data/clinical_forms//Kaiser Permanente_consent-blood.txt,1457,clinical,Kaiser Permanente_consent-blood,,,,,,,,,eu,,,,,
173,../data/clinical_forms//DECK DENTISTRY_Consent for Gingival Grafting Surgery.txt,1458,clinical,DECK DENTISTRY_Consent for Gingival Grafting Surgery,,,,,,,,,eu,,,,,
174,../data/clinical_forms//Kathy_Nordgren_Acupuncture.txt,1459,clinical,Kathy_Nordgren_Acupuncture,,,,,,,,,eu,,,,,
175,../data/clinical_forms//Greenwich Central School District_HEPATITIS B VACCINATION Consent form.txt,1460,clinical,Greenwich Central School District_HEPATITIS B VACCINATION Consent form,,,,,,,,,eu,,,,,
176,../data/clinical_forms//Keith_Extraction Consent.txt,1461,clinical,Keith_Extraction Consent,,,,,,,,,eu,,,,,
177,"../data/clinical_forms//Consent, Acknowledgement and Authorizations.txt",1462,clinical,"Consent, Acknowledgement and Authorizations",,,,,,,,,eu,,,,,
178,../data/clinical_forms//GenericConsent_ProcedureAndBloodTissueImplants_All-diagrams_Redacted.txt,1463,clinical,GenericConsent_ProcedureAndBloodTissueImplants_All-diagrams_Redacted,,,,,,,,,eu,,,,,
179,../data/clinical_forms//BROOKLYNPERIODONTICS_Consent for extraction.txt,1464,clinical,BROOKLYNPERIODONTICS_Consent for extraction,,,,,,,,,eu,,,,,
180,../data/clinical_forms//New_York_City_Health_and_Hospitals_Corporation_HIV.txt,1465,clinical,New_York_City_Health_and_Hospitals_Corporation_HIV,,,,,,,,,eu,,,,,
181,../data/clinical_forms//Wellness_Group_INFLUENZA_CONSENT_FORM_INACTIVE.txt,1466,clinical,Wellness_Group_INFLUENZA_CONSENT_FORM_INACTIVE,,,,,,,,,eu,,,,,
182,../data/clinical_forms//Cambridge_Consent_gingivalaugmentation.txt,1467,clinical,Cambridge_Consent_gingivalaugmentation,,,,,,,,,eu,,,,,
183,../data/clinical_forms//General_MI-Consent-for-General-Dental-Procedures.txt,1468,clinical,General_MI-Consent-for-General-Dental-Procedures,,,,,,,,,eu,,,,,
184,../data/clinical_forms//National Network for Oral Health Access_Nitrous-Oxide-Consent-ENG.txt,1469,clinical,National Network for Oral Health Access_Nitrous-Oxide-Consent-ENG,,,,,,,,,eu,,,,,
185,../data/clinical_forms//Indiana_Sample_Consent_Form_Induction.txt,1470,clinical,Indiana_Sample_Consent_Form_Induction,,,,,,,,,eu,,,,,
186,../data/clinical_forms//william-clements-university-hospital_-consent-for-admission-english.txt,1471,clinical,william-clements-university-hospital_-consent-for-admission-english,,,,,,,,,eu,,,,,
187,../data/clinical_forms//Southern Regional Medical Center_ConsentOrRefusalForBlood.txt,1472,clinical,Southern Regional Medical Center_ConsentOrRefusalForBlood,,,,,,,,,eu,,,,,
188,../data/clinical_forms//Indiana_Sample Consent Form Induction.txt,1473,clinical,Indiana_Sample Consent Form Induction,,,,,,,,,eu,,,,,
189,../data/clinical_forms//Kings_Daughters_Medical_Center_Clinic_hpv_consent.txt,1474,clinical,Kings_Daughters_Medical_Center_Clinic_hpv_consent,,,,,,,,,eu,,,,,
190,../data/clinical_forms//Legacy Health System_Transfusion Fillable Informed Consent.txt,1475,clinical,Legacy Health System_Transfusion Fillable Informed Consent,,,,,,,,,eu,,,,,
191,../data/clinical_forms//AllianceforDentalCare_updatedextractconsentform.txt,1476,clinical,AllianceforDentalCare_updatedextractconsentform,,,,,,,,,eu,,,,,
192,../data/clinical_forms//moleculargenetics-informed-consent.txt,1477,clinical,moleculargenetics-informed-consent,,,,,,,,,eu,,,,,
193,../data/clinical_forms//Pomona Valley_consent for induction (filled out).txt,1478,clinical,Pomona Valley_consent for induction (filled out),,,,,,,,,eu,,,,,
194,../data/clinical_forms//Tischler_LanapConsentTx.txt,1479,clinical,Tischler_LanapConsentTx,,,,,,,,,eu,,,,,
195,../data/clinical_forms//Cambridge_Consent_scalingrootplaning20.txt,1480,clinical,Cambridge_Consent_scalingrootplaning20,,,,,,,,,eu,,,,,
196,../data/clinical_forms//Cambridge_Consent_photographs2.txt,1481,clinical,Cambridge_Consent_photographs2,,,,,,,,,eu,,,,,
197,../data/clinical_forms//Cambridge_Consent_Implant.txt,1482,clinical,Cambridge_Consent_Implant,,,,,,,,,eu,,,,,
198,../data/clinical_forms//Tillamook Regional Medical Center_Consent for Blood Transfusion.txt,1483,clinical,Tillamook Regional Medical Center_Consent for Blood Transfusion,,,,,,,,,eu,,,,,
199,../data/clinical_forms//ICS_Line Insertion.txt,1484,clinical,ICS_Line Insertion,,,,,,,,,eu,,,,,
200,../data/clinical_forms//Consent for Voluntary Treatment.txt,1485,clinical,Consent for Voluntary Treatment,,,,,,,,,eu,,,,,
201,../data/clinical_forms//Copy of Icahn School of Medicine at Mount Sinai_Counsyl-Consent.txt,1486,clinical,Copy of Icahn School of Medicine at Mount Sinai_Counsyl-Consent,,,,,,,,,eu,,,,,
202,../data/clinical_forms//Halifax_Health_surgicalconsent_with_blood.txt,1487,clinical,Halifax_Health_surgicalconsent_with_blood,,,,,,,,,eu,,,,,
203,../data/clinical_forms//Greenwich_Central_School_District_HEPATITIS_B_VACC.txt,1488,clinical,Greenwich_Central_School_District_HEPATITIS_B_VACC,,,,,,,,,eu,,,,,
204,../data/clinical_forms//Cambridge_Consent_tmjtherapy.txt,1489,clinical,Cambridge_Consent_tmjtherapy,,,,,,,,,eu,,,,,
205,../data/clinical_forms//Kroger_Universal Vaccination Consent 2015.txt,1490,clinical,Kroger_Universal Vaccination Consent 2015,,,,,,,,,eu,,,,,
206,../data/clinical_forms//Onconto_County_WI_Vaccine_Consent_Form.txt,1491,clinical,Onconto_County_WI_Vaccine_Consent_Form,,,,,,,,,eu,,,,,
207,../data/clinical_forms//New York City Health and Hospitals Corporation_HIVTestingConsentKCH.txt,1492,clinical,New York City Health and Hospitals Corporation_HIVTestingConsentKCH,,,,,,,,,eu,,,,,
208,../data/clinical_forms//Palm Beach OBGYN_Obstetric Consent.txt,1493,clinical,Palm Beach OBGYN_Obstetric Consent,,,,,,,,,eu,,,,,
209,../data/clinical_forms//Nova_Scotia_Department_of_Health_and_Wellness_Scho.txt,1494,clinical,Nova_Scotia_Department_of_Health_and_Wellness_Scho,,,,,,,,,eu,,,,,
210,../data/clinical_forms//Sunrise_Medical+Immobilization+(Papoose).txt,1495,clinical,Sunrise_Medical+Immobilization+(Papoose),,,,,,,,,eu,,,,,
211,../data/clinical_forms//Cambridge_Consent_general2.txt,1496,clinical,Cambridge_Consent_general2,,,,,,,,,eu,,,,,
212,../data/clinical_forms//University Hospitals of Leicester_consent for blood tx.txt,1497,clinical,University Hospitals of Leicester_consent for blood tx,,,,,,,,,eu,,,,,
213,../data/clinical_forms//Cambridge_Consent_ivsedation2.txt,1498,clinical,Cambridge_Consent_ivsedation2,,,,,,,,,eu,,,,,
214,../data/clinical_forms//ColonoscopyEsophagogastroduodenoscopy_Redacted.txt,1499,clinical,ColonoscopyEsophagogastroduodenoscopy_Redacted,,,,,,,,,eu,,,,,
215,../data/clinical_forms//New York City Health and Hospitals Corporation_ConsentForm-ArterialLine.txt,1500,clinical,New York City Health and Hospitals Corporation_ConsentForm-ArterialLine,,,,,,,,,eu,,,,,
216,../data/clinical_forms//MedCross_MRI-CONTRAST-CONSENT-FORM.txt,1501,clinical,MedCross_MRI-CONTRAST-CONSENT-FORM,,,,,,,,,eu,,,,,
217,../data/clinical_forms//Queensland_AUSTRALIA_Immunization_Consent_Form_HPV.txt,1502,clinical,Queensland_AUSTRALIA_Immunization_Consent_Form_HPV,,,,,,,,,eu,,,,,
218,../data/clinical_forms//Hastings and Prince Edward Counties_Imm82HPVconsent.txt,1503,clinical,Hastings and Prince Edward Counties_Imm82HPVconsent,,,,,,,,,eu,,,,,
219,../data/clinical_forms//Cambridge_Xray_Refusal_Waiver.txt,1504,clinical,Cambridge_Xray_Refusal_Waiver,,,,,,,,,eu,,,,,
220,../data/clinical_forms//DECK DENTISTRY_Consent for Endodontic Treatment (Root Canal).txt,1505,clinical,DECK DENTISTRY_Consent for Endodontic Treatment (Root Canal),,,,,,,,,eu,,,,,
221,../data/clinical_forms//PeachTree_Anesth Serv Consent Form.txt,1506,clinical,PeachTree_Anesth Serv Consent Form,,,,,,,,,eu,,,,,
222,../data/clinical_forms//NCSC_patient-consent-on-Admission (1).txt,1507,clinical,NCSC_patient-consent-on-Admission (1),,,,,,,,,eu,,,,,
223,../data/clinical_forms//UIowa_Consent-for-Complete-Dentures.txt,1508,clinical,UIowa_Consent-for-Complete-Dentures,,,,,,,,,eu,,,,,
224,../data/clinical_forms//Melbourne Radiology_mri-consentform-2016.txt,1509,clinical,Melbourne Radiology_mri-consentform-2016,,,,,,,,,eu,,,,,
225,../data/clinical_forms//Virginia_Institute_of_Marine_Science_Parental_Gaur.txt,1510,clinical,Virginia_Institute_of_Marine_Science_Parental_Gaur,,,,,,,,,eu,,,,,
226,../data/clinical_forms//Kaleida Health_Med and Surg treatment consent.txt,1511,clinical,Kaleida Health_Med and Surg treatment consent,,,,,,,,,eu,,,,,
227,../data/clinical_forms//CHMC_Annual Medical Care Consent  Financial Responsibility Agreement.txt,1512,clinical,CHMC_Annual Medical Care Consent  Financial Responsibility Agreement,,,,,,,,,eu,,,,,
228,../data/clinical_forms//adult_WES_consent.txt,1513,clinical,adult_WES_consent,Columbia University,Example Document,Complete,Broad Consent / Checklist,Genetic Studies,Adult,,Informed consent for Whole Exome Sequencing (WES) for Adults,eu,,,,,
229,../data/clinical_forms//UPenn_picc_consent.txt,1514,clinical,UPenn_picc_consent,,,,,,,,,eu,,,,,
230,../data/clinical_forms//University_of_Pennsylvania_Health_System_paracente.txt,1515,clinical,University_of_Pennsylvania_Health_System_paracente,,,,,,,,,eu,,,,,
231,../data/clinical_forms//BROOKLYNPERIODONTICS_Consent for ImplantConsent.txt,1516,clinical,BROOKLYNPERIODONTICS_Consent for ImplantConsent,,,,,,,,,eu,,,,,
232,../data/clinical_forms//Cambridge_Consent_general1.txt,1517,clinical,Cambridge_Consent_general1,,,,,,,,,eu,,,,,
233,../data/clinical_forms//OU_Induction_consent-form.txt,1518,clinical,OU_Induction_consent-form,,,,,,,,,eu,,,,,
234,../data/clinical_forms//Queensland_AUSTRALIA_ Immunization Consent Form HPV and TDaP (1).txt,1519,clinical,Queensland_AUSTRALIA_ Immunization Consent Form HPV and TDaP (1),,,,,,,,,eu,,,,,
235,../data/clinical_forms//Highland_Hospital_Device_Implant_Consent.txt,1520,clinical,Highland_Hospital_Device_Implant_Consent,,,,,,,,,eu,,,,,
236,../data/clinical_forms//CORHIM-0064 2 2016 with page numbers.txt,1521,clinical,CORHIM-0064 2 2016 with page numbers,,,,,,,,,eu,,,,,
237,../data/clinical_forms//Absolute_Balance_Acupuncture.txt,1522,clinical,Absolute_Balance_Acupuncture,,,,,,,,,eu,,,,,
238,../data/clinical_forms//HSE_Ireland_Influenza_Vaccine_Consent_Form.txt,1523,clinical,HSE_Ireland_Influenza_Vaccine_Consent_Form,,,,,,,,,eu,,,,,
239,../data/clinical_forms//Cambridge_Consent_ivsedation1.txt,1524,clinical,Cambridge_Consent_ivsedation1,,,,,,,,,eu,,,,,
240,../data/clinical_forms//CHMC_Annual Medical Care Consent  Financial Responsibility Agreement (1).txt,1525,clinical,CHMC_Annual Medical Care Consent  Financial Responsibility Agreement (1),,,,,,,,,eu,,,,,
241,../data/clinical_forms//Kroger_Universal_Vaccination_Consent_2015.txt,1526,clinical,Kroger_Universal_Vaccination_Consent_2015,,,,,,,,,eu,,,,,
242,../data/clinical_forms//Kings_Daughters_Medical_Center_Clinic_6th_grade_ph.txt,1527,clinical,Kings_Daughters_Medical_Center_Clinic_6th_grade_ph,,,,,,,,,eu,,,,,
243,../data/clinical_forms//Believe_Midwifery_PROM-Informed-Consent-Form.txt,1528,clinical,Believe_Midwifery_PROM-Informed-Consent-Form,,,,,,,,,eu,,,,,
244,../data/clinical_forms//Kansas Immunization Program_Vaccine Documenation Consent Form.txt,1529,clinical,Kansas Immunization Program_Vaccine Documenation Consent Form,,,,,,,,,eu,,,,,
245,../data/clinical_forms//Best Natural Smile_General-Dentistry-Consent-Form.txt,1530,clinical,Best Natural Smile_General-Dentistry-Consent-Form,,,,,,,,,eu,,,,,
246,../data/clinical_forms//Halton_HPV Grade 7 Male.txt,1531,clinical,Halton_HPV Grade 7 Male,,,,,,,,,eu,,,,,
247,../data/clinical_forms//Matilda_International_Hospital_Consent_for_Surgica.txt,1532,clinical,Matilda_International_Hospital_Consent_for_Surgica,,,,,,,,,eu,,,,,
248,../data/clinical_forms//Sunrise_Extraction+Consent.txt,1533,clinical,Sunrise_Extraction+Consent,,,,,,,,,eu,,,,,
249,../data/clinical_forms//Sunrise_Consent+for+Dental+Treatment+Under+Anesthesia.txt,1534,clinical,Sunrise_Consent+for+Dental+Treatment+Under+Anesthesia,,,,,,,,,eu,,,,,
250,../data/clinical_forms//THE_VALLEY_HOSPITAL_Surgical_Consent_Form.txt,1535,clinical,THE_VALLEY_HOSPITAL_Surgical_Consent_Form,,,,,,,,,eu,,,,,
251,../data/clinical_forms//HealthHub_Form_HPV_Vaccination_Consent.txt,1536,clinical,HealthHub_Form_HPV_Vaccination_Consent,,,,,,,,,eu,,,,,
252,../data/clinical_forms//Cambridge_Consent_postsandretentionpins.txt,1537,clinical,Cambridge_Consent_postsandretentionpins,,,,,,,,,eu,,,,,
253,../data/clinical_forms//Artistic Dentistry_Implant-informed-consent.txt,1538,clinical,Artistic Dentistry_Implant-informed-consent,,,,,,,,,eu,,,,,
254,../data/clinical_forms//INOVA HEALTH SYSTEM_Surgery with Blood Consent.txt,1539,clinical,INOVA HEALTH SYSTEM_Surgery with Blood Consent,,,,,,,,,eu,,,,,
255,../data/clinical_forms//Tufts Medical Center_genetic consent form v2.txt,1540,clinical,Tufts Medical Center_genetic consent form v2,,,,,,,,,eu,,,,,
256,../data/clinical_forms//Queensland Health_Coronary Angio and stending Consent From.txt,1541,clinical,Queensland Health_Coronary Angio and stending Consent From,,,,,,,,,eu,,,,,
257,../data/clinical_forms//Cambridge_Consent_oralsurgery11.txt,1542,clinical,Cambridge_Consent_oralsurgery11,,,,,,,,,eu,,,,,
258,../data/clinical_forms//informed-consent-central-line-patient.txt,1543,clinical,informed-consent-central-line-patient,,,,,,,,,eu,,,,,
259,../data/clinical_forms//Cambridge_Consent_oralsurgery10.txt,1544,clinical,Cambridge_Consent_oralsurgery10,,,,,,,,,eu,,,,,
260,../data/clinical_forms//RequestAndConsentToDentalRestorationsAndOrExtractions_Redacted.txt,1545,clinical,RequestAndConsentToDentalRestorationsAndOrExtractions_Redacted,,,,,,,,,eu,,,,,
261,../data/clinical_forms//National Network for Oral Health Access_Restraint-Consent-ENG.txt,1546,clinical,National Network for Oral Health Access_Restraint-Consent-ENG,,,,,,,,,eu,,,,,
262,../data/clinical_forms//Toronto Public Health_School Vaccination Consent Form.txt,1547,clinical,Toronto Public Health_School Vaccination Consent Form,,,,,,,,,eu,,,,,
263,../data/clinical_forms//Maddison_ovulation_induction.txt,1548,clinical,Maddison_ovulation_induction,,,,,,,,,eu,,,,,
264,../data/clinical_forms//Cambridge_Consent_nitrousoxide.txt,1549,clinical,Cambridge_Consent_nitrousoxide,,,,,,,,,eu,,,,,
265,../data/clinical_forms//Methodist Health System_MRISCREEN.txt,1550,clinical,Methodist Health System_MRISCREEN,,,,,,,,,eu,,,,,
266,../data/clinical_forms//Mater misericonrdiae_ IRELAND_MRI-Saftey-Questionnaire.txt,1551,clinical,Mater misericonrdiae_ IRELAND_MRI-Saftey-Questionnaire,,,,,,,,,eu,,,,,
267,../data/clinical_forms//Copy of Athena Diagnostics_NeuromeConsent.txt,1552,clinical,Copy of Athena Diagnostics_NeuromeConsent,,,,,,,,,eu,,,,,
268,../data/clinical_forms//Matilda International Hospital_Consent for SurgicalProcedureBlood.txt,1553,clinical,Matilda International Hospital_Consent for SurgicalProcedureBlood,,,,,,,,,eu,,,,,
269,../data/clinical_forms//National Network for Oral Health Access_Periodontal-Treatment-Refusal-Form.txt,1554,clinical,National Network for Oral Health Access_Periodontal-Treatment-Refusal-Form,,,,,,,,,eu,,,,,
270,../data/clinical_forms//National Network for Oral Health Access_Oral-Surgery-Consent-ENG.txt,1555,clinical,National Network for Oral Health Access_Oral-Surgery-Consent-ENG,,,,,,,,,eu,,,,,
271,../data/clinical_forms//Valley Hosptial_Consent for OB Deliveries-Rev. 2-06.txt,1556,clinical,Valley Hosptial_Consent for OB Deliveries-Rev. 2-06,,,,,,,,,eu,,,,,
272,../data/clinical_forms//Cambridge_Consent_splinttreatment.txt,1557,clinical,Cambridge_Consent_splinttreatment,,,,,,,,,eu,,,,,
273,../data/clinical_forms//c_084664.txt,1558,clinical,c_084664,,,,,,,,,eu,,,,,
274,../data/clinical_forms//Copy of UTSouthwestern_patient-consent-for-ngs-form.txt,1559,clinical,Copy of UTSouthwestern_patient-consent-for-ngs-form,,,,,,,,,eu,,,,,
275,../data/clinical_forms//INOVA_HEALTH_SYSTEM_Surgery_with_Blood_Consent.txt,1560,clinical,INOVA_HEALTH_SYSTEM_Surgery_with_Blood_Consent,,,,,,,,,eu,,,,,
276,../data/clinical_forms//Texas HHS_Addendum to HPV Vaccine Consent (1).txt,1561,clinical,Texas HHS_Addendum to HPV Vaccine Consent (1),,,,,,,,,eu,,,,,
277,../data/clinical_forms//Cambridge_Consent_oralsurgery12.txt,1562,clinical,Cambridge_Consent_oralsurgery12,,,,,,,,,eu,,,,,
278,../data/clinical_forms//Hartford Hospital_Arterial-CVC-PA Catheter Consent.txt,1563,clinical,Hartford Hospital_Arterial-CVC-PA Catheter Consent,,,,,,,,,eu,,,,,
279,../data/clinical_forms//Seattle Health_acupuncture consent form.txt,1564,clinical,Seattle Health_acupuncture consent form,,,,,,,,,eu,,,,,
280,../data/clinical_forms//Ambulatory_Consent_Form.txt,1565,clinical,Ambulatory_Consent_Form,,,,,,,,,eu,,,,,
281,../data/clinical_forms//Cambridge_Consent_financialliabilityrelease.txt,1566,clinical,Cambridge_Consent_financialliabilityrelease,,,,,,,,,eu,,,,,
282,../data/clinical_forms//Evansville Pediatric_SurgeryConsent.txt,1567,clinical,Evansville Pediatric_SurgeryConsent,,,,,,,,,eu,,,,,
283,../data/clinical_forms//Family_Medicine_Specialists_PC_flu_shot_consent_20.txt,1568,clinical,Family_Medicine_Specialists_PC_flu_shot_consent_20,,,,,,,,,eu,,,,,
284,../data/clinical_forms//Cambridge_Consent_silveramalgam.txt,1569,clinical,Cambridge_Consent_silveramalgam,,,,,,,,,eu,,,,,
285,../data/clinical_forms//Costco_Immunization_consent_form_2012_.txt,1570,clinical,Costco_Immunization_consent_form_2012_,,,,,,,,,eu,,,,,
286,../data/clinical_forms//Copy of Kaleida Health_Med and Surg treatment consent.txt,1571,clinical,Copy of Kaleida Health_Med and Surg treatment consent,,,,,,,,,eu,,,,,
287,../data/clinical_forms//Evansville Pediatric_SedationConsent.txt,1572,clinical,Evansville Pediatric_SedationConsent,,,,,,,,,eu,,,,,
288,../data/clinical_forms//National Network for Oral Health Access_Endodontic-Treament-English.txt,1573,clinical,National Network for Oral Health Access_Endodontic-Treament-English,,,,,,,,,eu,,,,,
289,../data/clinical_forms//Cambridge_Consent Implant.txt,1574,clinical,Cambridge_Consent Implant,,,,,,,,,eu,,,,,
290,../data/clinical_forms//Texas HHS_Addendum to HPV Vaccine Consent.txt,1575,clinical,Texas HHS_Addendum to HPV Vaccine Consent,,,,,,,,,eu,,,,,
291,../data/clinical_forms//SparrowLansing_medicalconsent.txt,1576,clinical,SparrowLansing_medicalconsent,,,,,,,,,eu,,,,,
292,../data/clinical_forms//SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST_JehovahsWitnessesBloodTransfusion.txt,1577,clinical,SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST_JehovahsWitnessesBloodTransfusion,,,,,,,,,eu,,,,,
293,../data/clinical_forms//New York City Health and Hospitals Corporation_Consent_CT_with_contrast.txt,1578,clinical,New York City Health and Hospitals Corporation_Consent_CT_with_contrast,,,,,,,,,eu,,,,,
294,../data/clinical_forms//OrthopaedicSurgeryProcedureWithPhotoConsent_Redacted.txt,1579,clinical,OrthopaedicSurgeryProcedureWithPhotoConsent_Redacted,,,,,,,,,eu,,,,,
295,../data/clinical_forms//The_American_College_of_Surgeons_Appendectomy-Note.txt,1580,clinical,The_American_College_of_Surgeons_Appendectomy-Note,,,,,,,,,eu,,,,,
296,../data/clinical_forms//DRI Radiology_History and Consent Form_MRI Exam_ENGLISH.txt,1581,clinical,DRI Radiology_History and Consent Form_MRI Exam_ENGLISH,,,,,,,,,eu,,,,,
